133,victoria,False,0,0,0,False,SWIPEMID,-1;-3;12;10;-20;-1;2;-13;-3;-6;-8;-12;-15;-6;-21;-19;-17;20;124;120;37;-10;-40;-33;-24;-14;-25;-27;12;7;-2;-5;-7;5;-11;-2;2;6;-6;-2;-6;-9;2;-9;-1;24;45;33;-1;-9;-16;-16;-9;-5;-10;-12;-15;4;-2;17;11;9;4;-1;3;13;-1;6;3;-1;2;-1;12;-6;-3;-5;-17;3;-13;1;-8;-6;-7;-1;-14;4;6;-3;16;0;-3;5;10;7;-2;15;10;-1;3;16;17;7;6;-15;-12;-14;-1;-9;-3;-11;-18;-1;-13;5;2;2;8;10;10;-1;10;4;7;5;10;13;1;3;6;-3;-8;-12;-8;-9;-9;-11;-5;-17;-15;-1;12;-3;8;1;6;15;32;1;-7;5;0;-1;-2;14;21;5;-4;9;-17;-13;-14;-16;-13;-21;3;-10;-12;-3;-25;-2;9;-3;3;6;7;-4;5;8;11;3;0;11;4;14;6;7;-7;-12;-9;-8;-3;-15;-2;-13;-12;8;-16;0;4;0;6;-5;3;48;-1;-1;19;5;2;10;16;7;-7;0;-3;-17;-18;-24;-17;-10;-4;-14;-13;-8;-10;-2;2;-2;12;8;13;1;4;6;5;2;7;5;7;7;7;2;-12;-11;-14;-12;-16;-8;-12;-6;-14;-6;17;3;-4;-2;8;3;4;10;2;18;6;8;14;-1;7;5;11;13;-14;-7;-13;-6;-15;-21;-15;-4;-11;-6;-8;4;-3;1;4;5;4;7;4;6;4;1;20;4;-4;9;1;1;-3;1;-5;-12;-8;-1;-6;-3;-13;-3;-14;1;5;5;10;-2;-6;5;2;-5;22;6;9;9;6;14;6;-8;-17;0;-7;6;-15;-2;-7;-10;-11;-8;15;0;-6;16;7;-9;8;5;1;6;-5;-5;-5;-2;22;-7;10;-11;-13;1;0;4;-3;5;-11;-10;-8;4;13;-2;-2;-1;-2;-8;-10;-10;0;-4;-13;3;-9;-3;-6;13;2;6;-12;-5;4;5;12;9;8;13;1;0;0;-2;-15;-6;-27;-19;-21;-16;-16;-22;-15;-13;-12;-1;-23;-22;-21;-12;-15;-2;27;26;52;57;33;47;40;3;52;-24;-21;-38;-44;-27;-50;-35;-22;-55;-34;-34;-40;-49;-39;-45;-34;-49;-50;-42;51;90;116;90;66;75;130;75
141,victoria,False,0,0,0,False,SWIPEMID,-3;-1;-9;13;-14;-7;-2;-3;-13;-20;2;-6;-14;-16;-24;-11;-1;20;134;129;34;-9;-40;-35;-22;-17;-10;-27;7;-1;9;2;-1;-10;-2;0;2;-2;2;-9;-2;-6;-9;-6;1;28;55;36;2;-18;-10;-5;-17;-19;-18;-8;10;0;-1;14;4;10;10;6;5;6;6;10;1;-7;7;-10;0;14;-9;-3;-12;-5;-12;-11;-12;-7;-13;-2;8;-2;10;1;-3;15;0;-3;1;4;5;16;10;0;9;5;-4;-2;-4;-3;-9;-12;-15;-13;-1;-4;-11;-9;-30;10;2;11;6;7;9;5;2;12;10;4;11;3;-1;15;12;5;-7;-8;-14;-11;-16;-4;-17;-9;-15;-8;-28;7;13;-6;7;-1;-2;-1;17;12;6;8;11;6;8;17;10;-2;-11;-7;-11;-6;-8;1;-7;-13;-19;-9;-17;6;11;-7;8;9;-2;14;9;6;0;11;-3;13;11;16;5;-8;-14;-12;-12;-17;-11;-9;-8;-9;-12;-3;1;3;-2;7;6;0;0;4;2;2;10;6;10;17;17;2;7;3;-8;-15;-10;-6;-22;-11;-8;-5;-9;-7;-7;1;6;5;12;0;6;8;10;6;-3;0;0;12;9;17;5;-1;-7;-16;-12;-14;-12;-18;-14;-4;-4;2;-30;7;-2;7;9;5;11;12;-9;3;8;4;10;0;16;1;16;-2;-11;-10;-1;-9;-7;-6;7;0;-12;-15;4;-4;-7;4;5;8;12;-3;12;4;3;13;8;9;3;-1;-3;2;-13;-23;-11;-12;-2;-10;1;-8;-4;4;17;0;-4;-5;3;2;19;1;-5;7;0;6;10;6;-6;-2;0;1;-10;-18;-2;-8;-12;-9;0;-8;-4;0;-2;-6;4;-6;0;9;1;6;4;5;-10;9;13;5;-5;-2;1;5;-8;-6;-11;0;4;-2;4;-7;-7;4;-2;-6;4;-7;-2;-7;-8;-6;3;4;-3;-7;-1;4;5;0;9;-1;-10;-4;6;3;9;-2;3;0;10;-2;22;-5;-14;-8;-15;-17;-18;-15;-10;-1;-20;-18;-19;-18;-18;-16;-26;-13;-19;-9;26;28;44;53;38;39;32;10;61;-16;-28;-37;-40;-26;-47;-34;-30;-48;-30;-49;-49;-37;-37;-36;-37;-47;-55;-24;46;101;117;89;61;78;107;72
150,victoria,False,0,0,0,False,SWIPEMID,6;2;-5;5;2;-12;-5;-14;-6;-10;-11;-9;-25;-25;-24;-18;-13;31;131;117;40;-23;-30;-26;-17;-36;-12;-21;12;6;9;-4;-8;2;-21;-12;-5;5;3;-1;3;-1;-5;-6;-1;23;47;21;-5;3;-14;-16;-6;-4;-13;-17;-3;-4;5;14;4;8;9;-3;7;1;1;4;7;-5;-2;3;14;-11;-1;-3;-7;-4;-20;-3;-7;-6;-2;1;-10;0;3;-6;19;-1;2;9;2;8;3;16;18;-2;2;9;15;7;3;-7;-11;-9;-17;-16;-6;-7;-19;3;-21;6;5;-1;3;9;11;5;1;3;15;-2;8;15;19;-3;10;1;0;-11;-15;-20;-11;-6;-12;-2;-20;3;-9;1;-1;2;9;8;37;7;4;5;-7;6;3;10;17;4;7;1;1;-28;-11;-20;-11;-12;-13;-4;-6;-10;-4;1;2;-8;11;13;19;5;5;4;12;2;6;-1;12;8;2;0;-12;-6;-13;-7;-15;-14;-9;-18;-17;8;-5;9;3;5;4;9;3;43;2;17;13;17;-7;11;16;7;-1;-4;-9;-8;-3;-26;-13;-6;-5;-16;-21;-14;-10;-1;5;7;10;12;4;4;11;3;1;2;5;9;2;14;-2;0;-8;-8;-11;-8;-11;-9;0;-13;-10;-9;4;-4;7;13;2;0;6;-1;2;16;6;4;19;2;10;11;4;-3;-10;-8;-15;-8;-5;-21;-14;-19;-7;-15;1;10;-1;6;1;8;10;2;3;8;1;2;-3;13;9;2;3;7;-9;-9;-10;-5;-8;-1;-8;-14;-6;0;-24;9;8;-8;3;-6;-4;-1;4;-1;21;10;7;5;8;6;1;0;-15;-12;-3;-1;-13;-8;-7;0;-11;0;3;1;3;18;5;2;5;1;10;5;0;-6;5;9;1;3;13;-8;-21;-5;-11;5;-5;-3;-12;2;-7;-3;8;-1;0;-1;0;-6;-6;-7;-2;-11;-2;2;7;-7;-1;1;3;4;-16;-8;7;6;1;1;17;16;2;9;3;-12;-14;-8;-23;-18;-22;-17;-16;-3;-18;-9;-13;-16;-20;-11;-19;-4;-20;3;23;21;52;52;34;49;34;3;59;-24;-35;-36;-47;-30;-62;-32;-23;-56;-42;-47;-45;-32;-55;-42;-42;-41;-53;-15;46;107;121;99;73;73;119;75
158,victoria,False,0,0,0,False,SWIPEMID,29;3;-8;9;-18;-7;-9;-2;-5;-1;-11;-14;-23;-21;-26;-22;6;6;126;122;38;-22;-30;-26;-11;-22;-13;-20;1;4;-3;1;3;2;-4;2;-3;-4;15;-9;-3;3;-7;-15;1;29;50;30;-6;-7;-19;-9;-11;-17;-13;-9;4;2;8;10;9;8;1;6;6;4;-8;4;4;-7;0;-3;1;25;2;3;-8;-3;-24;-12;-12;-16;-17;-8;-4;5;11;11;0;8;9;8;3;0;9;16;1;6;13;11;2;0;-15;-17;-7;-21;-13;-9;-11;-6;-4;-17;-34;7;9;4;5;6;10;12;3;7;12;10;9;8;-4;10;7;2;-14;6;-12;-15;-8;-1;-15;-15;-9;0;-12;3;-2;-1;6;-3;-7;-1;2;20;8;9;14;7;8;9;9;8;-4;-13;0;-11;-10;-6;-12;-6;-17;-12;1;0;13;-3;-2;9;5;13;9;9;8;8;2;10;10;7;-2;-15;-8;-10;-6;-10;-11;-8;-5;-13;-14;2;-4;3;2;10;11;5;8;-4;1;4;16;8;8;13;9;7;12;0;-4;-11;-17;-10;-17;-11;-9;-7;-12;-13;-6;0;9;1;-3;10;4;1;5;7;8;1;6;12;12;9;5;2;-11;-13;-11;-15;-8;-7;-6;-4;-8;-2;-25;6;-3;-1;10;9;18;2;4;0;6;-5;13;4;15;-2;14;-2;-8;-4;-10;-4;-6;-10;-5;-7;-13;-12;3;-8;0;-7;10;9;22;10;0;5;-1;4;8;13;13;3;-5;2;-6;-17;-16;0;-8;-5;-5;-14;-11;1;-18;4;7;0;6;-4;6;7;8;7;-5;4;12;0;6;14;0;0;-10;-19;-5;-4;-5;-8;-2;-2;-6;-5;-20;-3;-1;10;-1;1;0;-3;18;8;-7;-5;8;-2;3;6;3;-3;-13;-11;1;3;-10;1;-7;-2;-4;8;-4;-7;3;-2;1;0;-7;8;-10;-8;-5;-6;-12;-2;-5;7;-3;5;-11;-11;3;10;6;-10;19;9;3;7;15;-13;-15;-11;-21;-26;-15;-19;-19;-16;-14;-7;-15;-12;-14;-13;-18;-16;-17;5;20;20;50;48;44;52;30;7;76;-9;-33;-41;-31;-36;-50;-43;-25;-42;-42;-31;-42;-47;-36;-35;-35;-56;-47;-39;48;96;122;76;51;75;119;77
166,victoria,False,0,0,0,False,SWIPEMID,16;-9;-5;-3;-2;-23;-1;-10;-13;-16;-13;-9;-16;-24;-21;-27;-23;29;125;117;27;-14;-39;-31;-30;-25;-17;-23;4;3;1;-10;-1;-6;-3;-6;-8;-3;-9;-8;-4;-4;-7;-7;-7;19;46;29;-6;-8;-19;-11;-14;-11;-7;-13;-9;6;5;15;0;13;1;-5;-4;7;-1;-3;-3;-10;4;6;12;-5;-11;-6;-7;-18;-20;-12;-17;-12;-10;7;-6;1;3;-5;11;5;4;-5;4;2;-2;16;5;4;-4;-1;11;4;-6;-12;-21;-22;-14;-12;-9;-7;-20;6;-10;6;1;2;16;6;-1;-4;2;5;6;-3;10;10;5;-1;11;0;-14;-8;-10;-19;-5;-6;-19;-19;-19;-5;8;-5;-12;2;-3;3;37;5;5;1;0;8;8;7;13;-1;-2;0;-12;-15;-18;-13;-21;-16;8;-18;-9;-15;-22;-4;5;3;3;12;9;0;3;7;0;-2;3;1;5;7;-2;0;-6;-14;-13;-11;-12;-17;0;-18;-12;-4;6;0;1;-2;5;3;7;38;-3;6;4;6;0;5;3;9;0;-4;-16;-17;-17;-22;-17;-9;-19;-23;-20;-18;-19;7;6;0;7;0;13;13;5;10;0;0;3;3;-3;6;-2;-2;-16;-18;2;-11;-13;-17;-2;-15;0;-12;-27;4;11;1;-8;-1;-1;-5;8;13;-1;14;7;1;7;-1;10;1;-6;-9;-18;-3;-11;-16;-16;-15;-26;-4;-8;11;9;-2;0;5;3;-2;6;2;-3;3;1;6;13;12;9;4;-15;-20;-9;-6;-13;-9;-17;-10;-19;-7;-20;3;8;-1;1;-4;-6;7;2;-8;22;-3;6;7;5;9;-7;0;-12;-14;-10;-12;-13;-20;-10;3;-16;-8;-13;-13;4;5;-5;6;-11;-11;17;-6;12;6;-7;9;3;2;10;-6;-10;-18;-9;12;-19;3;-13;7;-13;-3;7;-1;-16;-10;-14;2;-8;-2;-7;-11;-4;-8;-3;-12;-4;-9;1;0;-13;-4;7;-2;10;5;4;16;1;0;1;-14;-26;-10;-13;-28;-20;-21;-26;-3;-20;-18;-7;-16;-20;-23;-23;-19;-20;4;23;14;53;50;41;43;30;0;92;4;-2;1;-7;-4;-26;5;7;-13;16;-11;-11;-2;-14;6;-8;-19;-10;6;90;145;161;123;113;105;165;102
174,victoria,False,0,0,0,False,SWIPEMID,21;-4;-18;-5;-10;-10;-19;-15;-14;-13;-5;-7;-16;-8;-13;-12;-5;16;131;113;49;-16;-42;-22;-27;-27;-12;-21;11;-7;2;-2;4;4;2;-10;1;-6;1;-3;10;-10;-13;-7;3;30;35;32;8;-20;-15;-7;-18;-3;-15;3;13;-5;11;-2;-4;8;9;7;8;-2;1;12;-3;0;8;9;7;8;-3;0;-8;-18;-9;-15;-15;-1;-28;3;-19;11;9;13;4;15;14;10;3;-2;9;5;-5;0;12;-1;3;7;-6;-10;-9;-8;-16;-15;-1;-12;-1;-16;-27;4;11;7;0;8;7;11;4;18;13;-1;6;-6;-1;9;9;4;-16;1;-11;-14;-14;-3;-11;-10;-15;5;-19;6;8;1;-3;8;2;11;6;8;2;11;5;8;14;7;3;6;-4;-2;-9;-6;-13;-5;-11;-8;-13;-4;-7;2;13;7;1;9;12;4;8;6;19;6;4;10;4;9;-2;10;-9;-16;-12;-10;-12;-11;-8;-11;-25;-1;-6;-2;5;10;8;-5;12;6;6;-3;3;9;7;12;13;13;2;4;-2;-8;-8;-4;-15;-14;-3;-17;-10;-21;-11;1;5;3;18;15;4;8;6;6;0;-9;10;5;-1;8;4;4;-10;-17;-3;-1;-7;-11;-4;-11;-4;-2;-20;4;-3;2;12;-1;6;6;3;3;8;2;18;7;13;-2;10;-9;-12;-5;-7;-8;2;-11;-2;-7;5;-19;-15;-3;-1;-6;13;-1;7;4;2;11;-2;5;10;10;7;6;10;6;-7;-11;-14;-13;-3;1;5;-21;-9;-5;-1;1;12;2;-3;-6;2;-1;8;8;5;12;6;13;8;6;4;-2;-7;-15;-14;-12;-15;-7;-5;11;-18;3;-1;1;1;0;1;-6;3;-6;4;3;-3;1;-1;3;12;5;12;-8;-5;-3;-7;11;-6;-13;-8;0;-3;8;-12;3;-11;4;6;-4;2;-4;-6;9;-4;0;-5;3;1;6;-11;-6;-13;-9;2;9;0;7;5;4;13;5;29;-4;-14;-5;-19;-15;-19;-13;-21;-9;-16;-10;-17;-11;-14;-17;-22;-12;-19;-3;10;19;42;47;48;54;30;6;75;-21;-34;-32;-41;-30;-54;-31;-28;-41;-38;-36;-29;-49;-50;-41;-37;-50;-46;-41;41;97;123;86;69;71;112;69
183,victoria,False,0,0,0,False,SWIPEMID,9;-13;14;14;-16;-4;-14;-24;3;-13;-18;-12;-16;-9;-27;-22;-18;14;130;122;37;-15;-25;-32;-31;-13;-20;-5;3;6;0;3;1;7;-9;0;-6;13;13;2;-1;-3;-1;-20;-1;20;37;31;-3;-11;-15;-10;-11;-12;-10;-7;-6;-1;12;3;-5;7;-1;0;7;4;0;0;12;0;9;7;2;-7;-4;1;-2;-9;-14;-6;-15;-8;-13;-5;-14;-8;12;6;8;0;0;-4;7;0;6;14;9;-4;3;18;8;7;-4;-10;-4;-12;-6;-7;-5;-8;-16;-2;3;10;4;3;4;8;12;-3;-2;4;17;-1;5;15;9;2;8;-8;-13;-3;-12;-15;-17;-5;-6;-10;-21;1;5;0;-8;5;1;12;42;13;6;13;0;-2;-3;4;18;0;0;16;-14;-12;-16;-8;-19;-13;-2;-7;-10;-15;6;-1;1;-2;6;20;14;7;0;5;8;9;9;2;-1;6;-2;5;-12;-10;-10;-11;-11;-19;-6;-9;-5;-5;-13;8;6;1;9;-3;8;46;-5;22;10;22;-7;15;5;7;2;-1;-1;-17;-18;-14;-17;-16;-1;-16;-5;-13;-12;-1;3;-2;4;8;7;20;8;18;-1;5;-3;5;4;12;2;3;-2;-16;-6;-13;-11;-2;-4;-12;-15;-9;-10;8;-5;7;14;1;-1;6;7;12;13;0;24;-3;15;5;8;-7;-21;-10;-11;-5;1;-18;-6;-12;-10;-12;5;-7;-14;13;13;7;9;-10;3;4;-7;-2;8;15;1;0;0;9;-8;-15;-5;-8;-18;-4;-6;-8;-9;2;-39;8;0;-13;5;2;-1;9;10;-11;25;6;12;3;6;22;11;6;-13;-5;-11;-10;-7;-14;-2;-6;-1;-2;-18;7;7;3;8;1;2;2;13;1;-2;4;4;4;3;4;14;-1;-3;-13;-6;0;-9;4;-13;3;1;-5;24;3;-3;-11;-5;-6;-11;-1;-1;-13;-2;-9;-2;-1;0;0;2;-1;-12;1;11;9;11;6;5;6;-11;6;7;-9;-16;4;-18;-29;-25;-23;-29;-15;-21;-13;-15;-8;-7;-14;-16;-20;-13;1;24;24;52;55;45;46;40;2;50;-22;-22;-39;-40;-41;-43;-45;-28;-46;-44;-36;-51;-35;-41;-38;-31;-46;-47;-30;47;103;111;86;59;80;112;71
191,victoria,False,0,0,0,False,SWIPEMID,23;-10;-10;11;-17;-4;-11;-11;-7;-9;-8;-14;-13;-12;-25;-21;-5;22;130;126;32;-8;-46;-29;-22;-17;0;-20;8;-9;0;2;5;3;7;4;-7;-2;6;-7;-12;1;-9;-4;5;16;34;37;1;-13;-19;-10;-16;-9;-22;-4;1;5;3;-1;2;10;8;5;9;10;6;8;4;-6;4;3;12;17;-1;-1;-9;-11;-15;-11;-17;-5;-19;-16;0;4;11;12;8;9;11;-7;15;-8;12;17;-3;5;12;13;-8;0;-5;-16;-3;-21;-12;-16;7;-12;-3;-18;-14;5;2;11;10;7;6;3;9;9;9;5;14;5;2;3;10;3;-5;-12;-5;-12;-19;-6;-19;-5;-13;-6;-15;2;8;-6;-8;8;-7;10;1;6;12;5;-2;14;12;14;6;11;-8;-2;-18;-4;-14;-1;-15;-11;-13;-3;-10;9;4;-6;6;3;0;14;8;15;5;0;7;6;10;9;4;0;-3;-6;-21;-16;-6;-3;-8;-16;-21;4;-4;7;5;7;9;0;6;3;12;-1;7;0;10;9;8;2;8;6;-8;-10;-4;-10;-9;-7;-7;-13;-18;-11;-4;-1;7;8;6;12;4;16;8;7;6;1;15;10;9;15;-3;-7;-21;-17;-16;-11;-5;-7;-9;-5;-20;-3;-29;7;-3;12;1;10;7;12;9;2;6;16;11;-3;2;12;1;13;-6;-10;-13;-11;-8;-12;1;-3;-23;4;-9;-3;3;-3;11;-6;11;4;5;1;2;3;13;7;3;12;17;3;-11;-7;-16;-10;1;-13;-5;-14;-2;-6;4;2;12;5;9;2;7;9;-1;4;-22;7;13;1;11;-1;11;2;-17;3;-9;-6;-8;-8;-1;-9;-7;-10;-2;6;2;-15;1;-7;12;5;-5;10;6;0;3;4;6;-1;-3;-3;-8;-16;-5;-1;-8;0;3;-5;3;10;-18;-1;8;0;-5;6;-1;-8;-3;5;-6;-12;-5;12;0;1;8;-9;2;-17;2;3;12;9;5;-5;4;-1;16;-17;-18;0;-13;-21;-19;-17;-25;-5;-16;-16;-12;-15;-19;-19;-17;-13;-12;-9;25;24;55;51;35;48;36;3;64;-18;-37;-39;-27;-47;-49;-42;-29;-49;-36;-26;-49;-44;-38;-42;-57;-59;-51;-28;64;114;108;72;70;94;121;80
200,victoria,False,0,0,0,False,SWIPEMID,9;-3;13;5;-17;-5;-13;-14;-2;-9;-17;-7;-26;2;-21;-23;-13;15;130;118;33;-19;-28;-23;-35;-16;-4;-25;8;0;-3;-1;1;-8;-3;-3;2;2;1;-10;6;-2;-10;0;-11;26;37;31;-6;1;-13;-7;-6;-2;-2;-16;-5;-2;10;16;-4;15;2;2;4;3;8;4;-3;2;-2;11;12;-6;1;3;-12;1;-4;-7;-12;-12;-4;-11;-12;-1;-1;-4;11;6;4;8;3;7;-6;13;20;-4;-1;8;10;9;-5;0;-13;-12;-17;-1;-13;-7;-11;-5;14;4;4;0;9;8;9;-7;12;8;14;1;16;18;2;-2;7;4;-16;-12;-11;-22;-18;-12;-1;-12;-19;7;-11;4;5;1;0;9;39;6;1;4;6;-6;5;14;8;-1;1;6;-4;-12;-16;-21;-11;-10;-14;-13;-15;-3;-10;-1;9;3;7;12;11;-4;3;5;8;1;10;2;7;11;5;-3;0;-10;-4;-15;-16;-17;-2;-9;-17;11;-14;3;-4;2;6;0;6;40;6;4;5;12;-1;7;24;7;1;-1;-10;-10;-17;-23;-9;-12;-2;-14;-13;-14;-11;7;-6;9;17;-1;18;9;-5;8;0;12;3;10;-5;6;8;3;-7;-14;-4;-3;-15;-11;11;-10;-21;-9;-15;8;6;2;12;-3;-1;10;5;12;9;10;12;-7;10;16;8;10;-6;-5;-14;-16;-2;-16;-15;-6;-12;-7;0;8;-2;14;11;8;2;1;9;0;-8;3;12;-2;19;10;14;1;-11;-12;-9;-10;-11;-9;-12;-11;-2;-7;-21;-7;-4;5;1;1;11;5;-2;14;19;8;0;6;15;-1;3;-1;-13;-5;5;-1;-2;-9;-7;-15;-12;-10;-4;-5;-6;-4;1;10;5;-2;9;-1;8;3;-1;5;6;7;6;-2;-15;-16;-2;2;-10;7;-5;1;-7;5;3;3;7;-7;-3;-7;-15;-6;3;-10;0;2;5;-5;-5;-5;3;-3;-13;-12;7;7;2;14;18;12;-7;6;8;-5;-13;-10;-15;-20;-27;-16;-23;-11;-16;-15;-18;-7;-12;-16;-19;-13;-15;-1;20;30;45;44;35;51;37;6;61;-24;-25;-35;-37;-39;-54;-32;-29;-51;-40;-45;-41;-41;-48;-34;-43;-52;-42;-37;46;108;111;79;70;68;118;74
208,victoria,False,0,0,0,False,SWIPEMID,33;10;-3;-4;-11;-18;-6;-7;-7;-21;-12;-10;-25;-8;-22;-26;-10;23;124;127;38;-16;-35;-30;-31;-12;-9;-5;4;0;2;3;-9;4;10;-1;-5;-3;-1;-7;-7;-4;-9;-2;-6;26;42;35;-5;-13;-16;-6;-21;-10;-8;-14;-1;3;5;6;1;24;2;1;3;11;1;11;-2;4;4;12;-2;15;-3;-3;-7;-11;-7;-7;-14;-17;-17;-13;18;-1;8;10;1;7;2;2;2;0;14;12;4;2;12;3;8;0;-14;-11;-7;-14;-12;-18;-9;-4;-4;-9;-36;8;10;10;10;0;5;7;7;4;9;0;16;12;3;10;14;3;-8;-3;-15;-10;-16;-3;-12;-6;-15;-5;-33;8;6;-3;5;5;-5;5;6;5;2;1;19;19;16;6;13;2;5;-5;-14;-2;-20;-3;-10;-5;-18;-2;-17;2;5;-3;4;1;10;3;10;8;11;6;4;21;11;14;6;1;-3;-27;-10;-13;-8;-8;-3;-10;-22;-1;-7;5;-2;17;14;1;10;-10;-1;0;11;13;13;8;5;2;4;5;-4;-12;-18;-6;-23;-11;-1;-13;-3;-12;-13;-3;10;6;-4;4;-4;10;8;4;8;-2;7;10;12;15;-7;-2;-18;-9;2;-13;-9;-8;-3;-7;-1;-3;-19;7;1;-1;14;-3;3;7;4;-2;12;2;20;2;10;1;15;1;-9;-7;-9;-2;2;-11;-1;-14;-6;-13;-1;-2;-4;11;7;9;13;10;2;5;4;-3;4;3;-1;15;4;11;1;-24;-17;-6;-10;-23;1;-13;-2;-3;-4;3;6;-6;15;4;8;10;6;12;-1;8;8;-2;8;9;12;-5;-20;-14;-16;-11;-9;-9;-1;-5;-10;2;-5;-7;-2;-8;-1;-3;9;7;4;6;-3;3;6;12;-5;4;9;0;-4;-9;0;6;0;-2;2;-5;-8;-1;-8;-11;12;-4;-17;9;1;-10;-2;4;-10;-10;-6;-3;4;-1;8;-6;-8;1;9;8;16;2;0;13;-11;7;20;-9;-25;-1;-9;-18;-19;-10;-33;3;-19;-17;-16;-16;-14;-12;-22;-16;-20;0;22;26;50;45;40;44;28;6;76;-17;-33;-44;-30;-33;-49;-34;-10;-44;-33;-21;-47;-60;-38;-57;-48;-57;-47;-28;47;92;111;93;66;76;110;68
